3285,"the client (persons, organizations, companies, and manufacturers of products and services) that needs creative messages (advertisements) and advertising campaigns to reach target markets",1,125,multiple
3286,"a paid form of communication intended to inform, persuade, and remind an audience to take some kind of action",2,125,multiple
3287,"a marketing business that plans, creates, and manages the advertising for other businesses (clients)",3,125,multiple
3288,"a small, specialized advertising company that outsources many of its services; also referred to as a virtual ad agency",4,125,multiple
3289,"the combination of unique qualities of a company, product, or product line",5,125,multiple
3290,a form of advertising that is used to build an image based on the set of values held by the company,6,125,multiple
3291,the end user of a product or service,7,125,multiple
3292,a form of advertising that is intended to enhance a company's reputation or build goodwill,8,125,multiple
3293,the use of advertising to support and improve the environment,9,125,multiple
3294,"trade associations that are founded and funded by businesses operating in a specific industry and that are responsible for public relations activities such as advertising, education, political donations, lobbying, and publishing",10,125,multiple
3295,a lengthy paid advertisement that showcases the benefits of a product,11,125,multiple
3296,a form of advertising that uses rational arguments to communicate why consumers need a specific product by highlighting the benefits associated with the use of that product,12,125,multiple
3297,"a series of related advertisements with a common theme or idea that focuses on a specific product, service, brand, or message",13,125,multiple
3298,the driving forces that cause consumers to buy products and services,14,125,multiple
3299,"the way consumers make buying decisions, choose among alternatives, and use products",15,125,multiple
3300,types of products that are purchased regularly without much planning,16,125,multiple
3301,the shared attitudes and behaviors of a specific social group,17,125,multiple
3302,"reasons to make a purchase based on feelings, beliefs, or attitudes",18,125,multiple
3303,the methodical consumer decision-making process used to buy an infrequently purchased product,19,125,multiple
3304,the consumer decision-making process in which a moderate amount of time is spent collecting and comparing information about an unfamiliar product or brand,20,125,multiple
3305,anything you require for survival,21,125,multiple
3306,reasons to make a purchase based on loyalty,22,125,multiple
3307,reasons to make a purchase based on facts or logic,23,125,multiple
3308,an organization or group of people that an individual identifies with and admires,24,125,multiple
3309,"the consumer decision-making process for frequently purchased, low-cost products that require little thought",25,125,multiple
3310,types of products that consumers want to own after they meet personal needs,26,125,multiple
3311,types of products that have a strong brand loyalty,27,125,multiple
3312,types of products that are not actively sought out by consumers,28,125,multiple
3313,something that is desired,29,125,multiple
3314,the segmentation of consumers based on specific benefits they expect to receive from a product or service,30,125,multiple
3315,a description of the characteristics exhibited by an individual who is likely to buy a business's products or services,31,125,multiple
3316,"consumer characteristics such as age, gender, race, marital status, income, education level, and occupation",32,125,multiple
3317,the segmentation of consumers based on where they live,33,125,multiple
3318,"strategy used to plan, execute, and monitor all promotional messages about a product to ensure consistency among all those messages",34,125,multiple
3319,the process of dividing a large group of consumers into meaningful subgroups based on identifiable and similar characteristics and needs,35,125,multiple
3320,a business's portion of the total sales generated by all of the businesses operating in the same market,36,125,multiple
3321,"all of the processes used to identify, create, and maintain exchange relationships that satisfy individuals and organizations",37,125,multiple
3322,identifying and satisfying the needs of customers during the development and marketing of a product or service,38,125,multiple
3323,related activities that must be completed to accomplish an important marketing goal,39,125,multiple
3324,"the combination of four marketing elements—product, price, distribution, and promotion—used by a business",40,125,multiple
3325,a written description of the marketing objectives and the planned marketing strategies and activities required to meet those objectives,41,125,multiple
3326,"a marketing strategy used to appeal to a large, general group of consumers",42,125,multiple
3327,a smaller market that has a unique set of needs,43,125,multiple
3328,the amount of a product purchased and used by a consumer,44,125,multiple
3329,"a description of consumers' interests, attitudes, opinions, and lifestyles",45,125,multiple
3330,a specific group of consumers to whom the business wants to sell its products or services,46,125,multiple
3331,a marketing strategy that allows a business to use one of its well-known brand names in a new product category,47,125,multiple
3332,financing made available by retailers to assist consumers in making purchases,48,125,multiple
3333,occurs when the demand for a product is affected by its price,49,125,multiple
3334,occurs when a change in price has very little effect on the demand for a product,50,125,multiple
3335,a marketing strategy to sell a product at as many locations as possible,51,125,multiple
3336,a well-known brand owned by one company that is sold for use by another company,52,125,multiple
3337,a reduction from the original selling price,53,125,multiple
3338,"a pricing strategy by which a company tries to distinguish its product or service from competing products based on factors other than price, such as design, quality, and workmanship",54,125,multiple
3339,"occurs when a product is out of date, no longer wanted, or unusable",55,125,multiple
3340,a pricing strategy in which a low price is set for new products to gain a larger market share rapidly,56,125,multiple
3341,a pricing strategy by which a company tries to distinguish its product or service from competing products based on low price,57,125,multiple
3342,the point at which demand and supply are equal,58,125,multiple
3343,a pricing strategy in which a high price is set to emphasize the uniqueness of a product and to recover the product development costs quickly,59,125,multiple
3344,"the sequence of stages that a product goes through during its time on the market; there are four stages—introduction, growth, maturity, and decline",60,125,multiple
3345,a group of closely related products with slight variations developed by the same business,61,125,multiple
3346,"the product assortment, which includes all of the different products a business sells",62,125,multiple
3347,financing offered by one business to another business,63,125,multiple
3348,"a company's exclusive right to use a brand name, symbol, or design",64,125,multiple
3349,the process by which businesses purchase products or services from other businesses,65,125,multiple
3350,the path on which products and services flow from the producer to the final consumer,66,125,multiple
3351,distribution method by which producers sell directly to final consumers,67,125,multiple
3352,the methods used by businesses to get their products to customers,68,125,multiple
3353,a large facility that offers a variety of supply chain services to help move a product to the marketplace more efficiently,69,125,multiple
3354,the electronic exchange of information between the purchaser and supplier,70,125,multiple
3355,products and services sold to another country,71,125,multiple
3356,products and services purchased from another country,72,125,multiple
3357,"distribution method that involves intermediaries, or individuals and businesses that move a product from the producer to the consumer",73,125,multiple
3358,an itemized bill for products and services that states the terms of payment,74,125,multiple
3359,"a small, free-standing booth containing a computer or display screen that distributes product information",75,125,multiple
3360,"the physical distribution process that involves transporting, storing, and delivering products throughout the supply chain",76,125,multiple
3361,a computerized system that updates inventory records as each sale occurs,77,125,multiple
3362,"a form listing the types, quantities, and prices of products ordered",78,125,multiple
3363,"all of the businesses involved in the flow of products, services, resources, and information from the producer to the consumer",79,125,multiple
3364,a building designed to store large quantities of products safely,80,125,multiple
3365,the first contact that the salesperson makes with the customer,81,125,multiple
3366,the step in the sales process when the customer decides to buy a product or service,82,125,multiple
3367,a personalized presentation that shows how a product can benefit and provide value to the customer,1,126,multiple
3368,a promotional technique used to get consumers to buy products or services from a nonretail setting,2,126,multiple
3369,a public expression of approval or support for a product or service,3,126,multiple
3370,the act of contacting the customer after the sale to ensure satisfaction+B80,4,126,multiple
3371,face-to-face communication between the buyer and seller that attempts to influence the buying decision,5,126,multiple
3372,the process of researching prospective customers before initially contacting them,6,126,multiple
3373,a written statement to inform the media about a new product or special event,7,126,multiple
3374,all communications used by a business to create a favorable impression of its products or services,8,126,multiple
3375,"a combination of advertising, public relations, personal selling, and sales promotion used by businesses to reach their target market",9,126,multiple
3376,an outline of how all of the elements in the promotional mix will work together to reach the target market,10,126,multiple
3377,activities and events that create goodwill for a business or other organization,11,126,multiple
3378,"any nonpaid form of communication designed to arouse public interest about a product, service, business, or event",12,126,multiple
3379,the use of marketing activities that provide extra value and buying incentives for customers,13,126,multiple
3380,offering customers related products and services that could enhance the use of their purchased product,14,126,multiple
3381,the process of displaying products in a way that makes them appealing and enticing to customers,15,126,multiple
3382,advertising in the sky,16,126,multiple
3383,"a small, rectangular advertisement that usually appears at the top or side of a web page and contains a link to the advertiser's site",17,126,multiple
3384,a website maintained by an individual or business where entries (posts) that are intended for public access are made on a regular basis,18,126,multiple
3385,ads that run in movie theaters before the start of movies,19,126,multiple
3386,the number of times a person is exposed to an advertisement,20,126,multiple
3387,the amount of time required to produce and place an advertisement,21,126,multiple
3388,the channels of communication used to send a message to the target market,22,126,multiple
3389,"ads directed to consumers' Internet-enabled mobile devices, such as smartphones, MP3 players, and digital tablets like the iPad",23,126,multiple
3390,a form of promotion that uses the Internet and World Wide Web as the advertising medium to deliver marketing messages that attract customers,24,126,multiple
3391,an Internet scam by which an e-mail falsely claims to be a legitimate business or other organization in an attempt to get personal information,25,126,multiple
3392,an online advertisement that opens on top of the current web page being viewed,26,126,multiple
3393,"a form of advertising in which a business's product, service, or name is used in a television show, movie, video game, or other form of entertainment",27,126,multiple
3394,the total number of people who will be exposed to an advertisement over a period of time,28,126,multiple
3395,an ad for which an advertiser pays the search engine to place it near relevant search results based on keywords; also known as a paid search,29,126,multiple
3396,websites where users create and share information,30,126,multiple
3397,an unwanted online communication that is sent out in mass,31,126,multiple
3398,"ads that appear on the interior or exterior of public transportation (buses, taxis, subways) and other vehicles",32,126,multiple
3399,an organized approach of generating a large number of ideas in a group setting,33,126,multiple
3400,a certificate that entitles the buyer to a price reduction on a product or service,34,126,multiple
3401,a description of what the advertising campaign is to accomplish,35,126,multiple
3402,a premium given by a manufacturer to a retailer for ordering a certain quantity of a product,36,126,multiple
3403,a small number of people recruited to discuss a topic being studied,37,126,multiple
3404,"an organized method of collecting, storing, processing, and reporting information that is needed to make marketing decisions",38,126,multiple
3405,an item offered to consumers for free or at a reduced price with the purchase of another item,39,126,multiple
3406,the process of collecting data for the first time to use in solving a specific problem,40,126,multiple
3407,a bonus given by manufacturers to salespeople for selling a specific brand,41,126,multiple
3408,a refund of money offered to consumers who purchase a specific product,42,126,multiple
3409,a smaller group that is representative of the target market,43,126,multiple
3410,providing consumers with the opportunity to use a product on a risk-free trial basis,44,126,multiple
3411,the process of collecting and analyzing data previously gathered for other purposes,45,126,multiple
3412,"a list of questions used to obtain facts, opinions, and attitudes",46,126,multiple
3413,the sum of the results produced by a team,47,126,multiple
3414,a reward offered by manufacturers to retailers in exchange for supporting the manufacturer's brand by performing various marketing activities; also called a trade deal,48,126,multiple
3415,"a communication model that includes four components: comprehension, connection, credibility, and contagiousness",49,126,multiple
3416,a list of topics to be discussed at a meeting,50,126,multiple
3417,the exchange of meaningful information between two or more people,51,126,multiple
3418,the medium used to distribute a message,52,126,multiple
3419,the situation in which communication occurs,53,126,multiple
3420,the interpretation of the language and symbols to uncover the meaning of a message,54,126,multiple
3421,the conversion of ideas or thoughts into a message,55,126,multiple
3422,the receiver's response to a message,56,126,multiple
3423,needs that focus on enjoyment and pleasure,57,126,multiple
3424,"communicating ""one on one"" with another person",58,126,multiple
3425,the kind of attention a consumer gives an advertising message that uses various attention-gaining techniques,59,126,multiple
3426,"communicating a message to a large, diversified audience using mass media",60,126,multiple
3427,any distraction or interference that acts as a barrier to a message,61,126,multiple
3428,an advertisement that emphasizes a unique quality or significant consumer benefit,62,126,multiple
3429,the kind of attention a consumer devotes to an advertising message that meets his or her current purchasing goals,63,126,multiple
3430,"a description of the goals of an advertising campaign, methods to use to accomplish those goals, and ways to evaluate whether those goals are achieved",64,126,multiple
3431,a survey that measures consumer attitudes before and after exposure to an ad,65,126,multiple
3432,ads that promote the superiority of a brand by comparing its features to those of a competitive brand,66,126,multiple
3433,the process of using words to express creative ideas and concepts,67,126,multiple
3434,"a description of who the target market is, what the advertising message should be, and how the message will be communicated",68,126,multiple
3435,"the actual drawing, photography, or other type of art used in an advertisement",69,126,multiple
3436,ads that promote the general perception of a product or service rather than its function or purpose,70,126,multiple
3437,a drawing of the print advertisement showing where all the elements in the ad are positioned,71,126,multiple
3438,a test that measures how much an audience remembers about an advertising message,72,126,multiple
3439,a test that measures a lower level of brand awareness by determining whether audience members remember seeing an ad,73,126,multiple
3440,a test that measures the extent to which an advertising message resonates or strikes a chord with the target audience,74,126,multiple
3441,"the amount earned as a result of money invested, expressed as a percentage",75,126,multiple
3442,a description of the environment in which a business is operating,76,126,multiple
3443,"a short, memorable phrase that establishes an identity for a brand",77,126,multiple
3444,a sketch that provides the play-by-play sequence of visual scenes and ad copy used in a television advertisement,78,126,multiple
3445,"an examination of a business's strengths, weaknesses, opportunities, and threats",79,126,multiple
3446,the extent to which a brand is recognized and associated with a specific product or service,80,126,multiple
3447,the value that a company realizes from having a product with a recognizable name,81,126,multiple
3448,the consumer's impression of a brand,1,127,multiple
3449,the consumer's commitment to purchase one brand over all other brands,2,127,multiple
3450,a marketing strategy used to build brand recognition,3,127,multiple
3451,ads created from the customer's perspective to make the message more appropriate and significant for customers,4,127,multiple
3452,a variety of incentives designed to encourage customers to buy a specific brand,5,127,multiple
3453,a direct marketing program aimed at customers who already purchase other products from the company,6,127,multiple
3454,the process of selling products through representatives who work door-to-door or at home sales parties,7,127,multiple
3455,a no-name product that competes with brand-name products,8,127,multiple
3456,"a collection of names, addresses, and behavioral information gathered from individual customers",9,127,multiple
3457,the process of creating a unique image or identity for a brand to distinguish it from competing brands,10,127,multiple
3458,"an analysis that calculates the value of each customer based on recency, frequency, and monetary factors",11,127,multiple
3459,"a company's support of an issue, cause, or event that is consistent with company objectives",12,127,multiple
3460,"a generalization about the ""typical"" characteristics of a specific group of individuals",13,127,multiple
3461,a joint promotion of two or more products or services,14,127,multiple
3462,"a financial statement that summarizes a company's assets, liabilities, and owner's equity (net worth) as of a specific date.",15,127,multiple
3463,a payment method by which an advertising agency is compensated based on the amount of money a business (advertiser) spends on advertising media,16,127,multiple
3464,an advertising budgeting method that is based on the amount of money spent by competitors on advertising,17,127,multiple
3465,"the average cost of the basic necessities of life such as housing, food, clothing, utilities, transportation, health care, and other miscellaneous expenses",18,127,multiple
3466,the amount of money remaining for spending and saving after taxes and other essential expenses are paid,19,127,multiple
3467,a payment method by which an advertising agency is paid an hourly rate for different services provided,20,127,multiple
3468,the total dollar value of all products and services produced by a country within a certain time period,21,127,multiple
3469,a payment method by which an advertising agency's fee is based on the achievement of agreed-upon performance objectives,22,127,multiple
3470,"a financial statement that reports a company's revenues, expenses, and net loss or profit for a specific period of time",23,127,multiple
3471,an increase in the general level of prices for products and services and a decrease in purchasing power,24,127,multiple
3472,an advertising budgeting method that examines the number of sales generated in relation to the dollar amount spent on advertising,25,127,multiple
3473,an advertising budgeting method that estimates the cost of achieving advertising objectives,26,127,multiple
3474,an advertising budgeting method that sets the budget as a fixed percentage of past or projected sales,27,127,multiple
3475,the value of a dollar (or other unit of currency) as measured by the amount of products and services it can buy,28,127,multiple
3476,a period of time when the economy experiences a downturn,29,127,multiple
3477,a company's portion (percentage) of overall advertising in a specific product category,30,127,multiple
3478,the consumer's perception of how much satisfaction a product provides beyond the price paid for the product,31,127,multiple
3479,the act of including material facts that were not disclosed in a previous ad in all future ads,32,127,multiple
3480,"the government agency that implements and enforces a broad range of provisions to ensure that alcohol products are created, labeled, and advertised in accordance with federal laws and regulations",33,127,multiple
3481,an organized effort to avoid purchasing goods and services from a particular company,34,127,multiple
3482,a legal order to discontinue a deceptive ad,35,127,multiple
3483,people who bring about meaningful changes that add value to their lives and other's,36,127,multiple
3484,the organized effort of consumers to influence business practices,37,127,multiple
3485,an ad that rectifies any false impressions created by deceptive advertising,38,127,multiple
3486,the act of making false or misleading statements in an advertisement,39,127,multiple
3487,the act of making a false or derogatory statement that gives a negative impression about a competing business or product,40,127,multiple
3488,a statement that outlines the limitations of a product,41,127,multiple
3489,moral principles that guide the actions and behaviors of a person or group,42,127,multiple
3490,"the government agency that monitors and regulates interstate and international communications by radio, television, wire, satellite, and cable",43,127,multiple
3491,the government agency that regulates unfair methods of competition and unfair or deceptive acts that may affect competition,44,127,multiple
3492,"the government agency that ensures food, cosmetics, drugs, and medical devices are safe and effective",45,127,multiple
3493,an exaggeration or a subjective opinion used to sell products,46,127,multiple
3494,the advertising industry's attempt to regulate and control its actions,47,127,multiple
3495,"information that your subconscious, or unconscious mind, receives without you fully realizing that you're receiving it",48,127,multiple
3496,the process by which members of one cultural group adopt the beliefs and behaviors of another group,49,127,multiple
3497,the process of translating a message that has already been translated into a foreign language back to the original language,50,127,multiple
3498,"the coexistence of different ethnic, gender, racial, and socioeconomic groups",51,127,multiple
3499,a pricing practice by which a company sells an exported product for a much lower price than the price charged for the same or similar product in the home market of the exporter,52,127,multiple
3500,the tendency to view and value things based on one's own cultural beliefs,53,127,multiple
3501,"people who convey information in a concise, direct, and structured manner",54,127,multiple
3502,"the integration of different societies, cultures, and economies from around the world",55,127,multiple
3503,people who convey information that is vague or has an implied meaning,56,127,multiple
3504,"a country's transportation, communication, and utility systems",57,127,multiple
3505,the sale of products and services to people in other countries,58,127,multiple
3506,any method of conveying information without using words,59,127,multiple
3507,the use of pictures to communicate a message,60,127,multiple
3508,an interpreter who converts a message from one language to another,61,127,multiple
3509,"an advertising technique by which advertisements show Americans of different races and ethnicities interacting in schools, workplaces, homes, and other venues while consuming the advertised product",62,127,multiple
3510,"a collection of projects, work experiences, awards, a resume, and other items that applicants present to prospective employers to validate their value to the company",63,127,multiple
3511,"an organization's values, beliefs, and behaviors",64,127,multiple
3512,"the act of treating one person less favorably than another person because of race, color, religion, gender, or national origin",65,127,multiple
3513,giving others substantial responsibility and the freedom to make their own decisions,66,127,multiple
3514,unwelcome verbal or physical conduct,67,127,multiple
3515,technical skills that are learned through training,68,127,multiple
3516,a meeting with a human resource representative or manager of a company where you might like to work to obtain general information and advice about the company,69,127,multiple
3517,taking action without being asked to do so,70,127,multiple
3518,a hands-on learning experience related to career goals and interests,71,127,multiple
3519,the ability to motivate and direct a group of people to achieve a common goal,72,127,multiple
3520,an individual who acts as a role model and provides training and advice,73,127,multiple
3521,having more skills than those required for an employee's specific position,74,127,multiple
3522,"the process of developing a broad list of contacts with other people, groups, or organizations",75,127,multiple
3523,being exactly on time or a little ahead of schedule,76,127,multiple
3524,the unique skills and abilities that an individual brings to the job market,77,127,multiple
3525,"a cluster of personal qualities, habits, attitudes, and social graces that enhance a person's job performance",78,127,multiple
3526,a small group of employees who work together to achieve a specific goal,79,127,multiple
3527,the act of budgeting time to increase efficiency and productivity,80,127,multiple
3528,"repeated, unreasonable actions of individuals (or a group) directed toward an employee (or a group of employees) for the purpose of intimidating, degrading, humiliating, or undermining the employee",81,127,multiple
3529,"the most ""junior security"" because it ranks last in line at liquidation. An equity or ownership position that usually allows the owner to vote on major corporate issues such as stock splits, mergers, acquisitions, authorizing more shares, etc.",1,128,multiple
3530,"issues and redeems certificates. Handles name changes, validates mutilated certificates. Distributes dividends, gains, and and shareholder reports to mutual fund investors.",2,128,multiple
3531,audits the transfer agent to make sure the number of authorized shares is never exceeded,3,128,multiple
3532,money paid from profits to holders of common and preferred stock whenever the Board of Directors is feeling especially generous,4,128,multiple
3533,the date the Board of Directors declares a dividend,5,128,multiple
3534,"the date determined by the Board of Directors upon which the investor must be the ""holder of record"" in order to receive the upcoming dividend. Settlement of a trade must occur by the record date for the buyer to receive the dividend",6,128,multiple
3535,the date that the dividend check is paid to investors,7,128,multiple
3536,"T + 3, trade plus three business days. T + 1 for Treasury securities",8,128,multiple
3537,"regular way settlement, trade date plus three business days",9,128,multiple
3538,"two days before the Record Date of corporate stock. The date upon which the buyer is not entitled to the upcoming dividend. Note that for mutual funds, this date is established by the Board of Directors, usually the day after the Record Date",10,128,multiple
3539,the right of common stockholders to maintain their proportional ownership if the company offers more shares of stock,11,128,multiple
3540,"the securities used in additional offerings of stock to purchase available shares, usually at a slight discount",12,128,multiple
3541,"long term equity securities giving the owner the right to purchase stock at a set price. OFten attached as a ""sweetener"" that makes the other security more attractive",13,128,multiple
3542,the risk that the value of the U.S. dollar versus another currency will have a negative impact on businesses and investors.,14,128,multiple
3543,a derivative giving the holder the right to buy or sell something for a stated price up to expiration of the contract. Puts and calls,15,128,multiple
3544,an investor who takes a position based on the belief that the market or a particular security will rise. Buyers of stock and call options,16,128,multiple
3545,an investor who takes a position based on the belief that the market or a particular security will fall. sellers of stock and buyers of put options,17,128,multiple
3546,a fixed-income security whose stated dividends must be paid before common stock can receive any dividend payment. Also gets preference ahead of common stock in a liquidation (but behind all bonds and general creditors),18,128,multiple
3547,a security promising a fixed rate of interest or dividends.,19,128,multiple
3548,"a preferred stock whose missed dividends do not go into arrears, a.k.a. ""non-cumulative preferred.""",20,128,multiple
3549,preferred stock where missed dividends go into arrears and must be paid before the issuer may pay dividends to other preferred stock and/or common stock,21,128,multiple
3550,preferred stock whose dividend is often raised above the stated rate,22,128,multiple
3551,"a preferred stock or corporate bond allowing the investor to use the par value to ""buy"" shares of the company's common stock at a set price",23,128,multiple
3552,"the face amount that a debt security will pay at maturity, e.g., $1000. For preferred stock, the amount against which the dividend percentage is calculated, e.g., $100 par value",24,128,multiple
3553,"investment objective that seeks ""capital appreciation."" Achieved through common stock, primarily.",25,128,multiple
3554,"investment objective that seeks current income, found by investing in fixed income, e.g., bonds, money market, preferred stock. An equity income fund buys stocks that pay dividends; less volatile than a growth and income or a pure growth fund.",26,128,multiple
3555,"the rise in an asset's market price. The objective of a ""growth stock investor.""",27,128,multiple
3556,the income a security produces to the holder and capital gains distributions,28,128,multiple
3557,measuring growth in share price plus dividends and capital gains distributions,29,128,multiple
3558,"a corporation's first sale of stock to public investors, By definition, a primary market transaction in which the issuer receives the proceeds",30,128,multiple
3559,where securities are issued to raise capital for the issuer,31,128,multiple
3560,"a ""negotiated market"" including NASDAQ and non- NASDAQ securities trading",32,128,multiple
3561,the legal document disclosing material information concerning an offering of a security and its issuer. Submitted to SEC under Securities Act of 1933,33,128,multiple
3562,"a.k.a., ""Paper Act,"" regulates the new-issue or primary market, requiring non-exempt issuers to register securities and provide full disclosure",34,128,multiple
3563,"a minimum 20-day period that starts after the registration statement is filed. No sales or advertising allowed during this period, which lasts until the effective or release date.",35,128,multiple
3564,an investor's expression of interest in purchasing a new issue of securities after reading the preliminary prospectus; not a commitment to buy,36,128,multiple
3565,"a.k.., ""red herring,"" a prospectus that lacks the ""POP"" and the effective date. Used to solicit indications of interest.",37,128,multiple
3566,"date established by SEC as to when the underwriters may sell new securities to investors, a.k.a. ""release date.""",38,128,multiple
3567,"a.k.a., ""POP,' the price an investor pays for a mutual fund or an initial public offering. For a mutual fund= NAV + the sales charge.",39,128,multiple
3568,"a security not required to be registered under the Securities Act of 1933. Still subject to anti-fraud rules; not subject to registration requirements, e.g., municipal bonds and bank stock",40,128,multiple
3569,"a transactional exemption from registration requirements based on the manner in which the security is offered and sold, e.g., private placements under Reg D.",41,128,multiple
3570,"an exempt transaction under Reg D (Rule 506) of the Securities Act of 1933, allowing issuers to sell securities without registration to accredited investors, who agree to hold them fully paid 1 year before then selling them through Rule 144",42,128,multiple
3571,someone independent of the issuer in a private placement who can represent the needs of a non-accredited investor,1,129,multiple
3572,"a type of understanding leaving the syndicate at no risk for unsold shares, and allowing them to keep the proceeds on the shares that were sold/subscribed to",2,129,multiple
